Nº Prueba;Tiempo medio procesar;Varianza tiempo procesar;Tiempo medio encriptar;Varianza tiempo encriptar;Tiempo envio;Tiempo total;
1;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015619993209838866645398913757247782996273599565;0.00000241544345996658188971254778432129484144752496;1.23772501945495605468750000000000000000000000000000;1.36745762825012207031250000000000000000000000000000;
2;0.00003988981246948242241710108624275221700372640043;0.00000015752851674619698213228161966237284019598519;0.00019968986511230467448957393017394679191056638956;0.00000075764529733532959492427801689862221223847882;1.23177385330200195312500000000000000000000000000000;1.26776409149169921875000000000000000000000000000000;
3;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00024001598358154297959202172485504434007452800870;0.00000090256645137287703744145665740727935144604999;1.23460507392883300781250000000000000000000000000000;1.27058863639831542968750000000000000000000000000000;
4;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00031215429306030273003819131005798226397018879652;0.00000477459419227557210443262450394463769498543115;1.24998116493225097656250000000000000000000000000000;1.28119659423828125000000000000000000000000000000000;
5;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015385389328002928386457393017394679191056638956;0.00000234343102726484124310969356375089489574747859;1.23443579673767089843750000000000000000000000000000;1.26540255546569824218750000000000000000000000000000;
6;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015305280685424805771702172485504434007452800870;0.00000231909100691041106828585265098308099140922423;1.21888208389282226562500000000000000000000000000000;1.24977493286132812500000000000000000000000000000000;
7;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00030862331390380860242361737988403547205962240696;0.00000466778665602305231592051085187655701247422257;1.24966907501220703125000000000000000000000000000000;1.28053140640258789062500000000000000000000000000000;
8;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015657663345336914496180868994201773602981120348;0.00000242710797221548108744165923866820122611898114;1.23437213897705078125000000000000000000000000000000;1.26561546325683593750000000000000000000000000000000;
9;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00030994415283203125000000000000000000000000000000;0.00000470753380000132902910873686219694889132370008;1.24969482421875000000000000000000000000000000000000;1.28068923950195312500000000000000000000000000000000;
10;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00031216144561767577040797827514495565992547199130;0.00000477479574044536803019466233988232772844639840;1.28100657463073730468750000000000000000000000000000;1.31222271919250488281250000000000000000000000000000;
