Nº Prueba;Tiempo medio procesar;Varianza tiempo procesar;Tiempo medio encriptar;Varianza tiempo encriptar;Tiempo envio;Tiempo total;
1;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015620708465576170682377610265945122591801919043;0.00000241566467636857769318327326946160837906063534;1.21874451637268066406250000000000000000000000000000;1.37157583236694335937500000000000000000000000000000;
2;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015347719192504883246180868994201773602981120348;0.00000233196959567862903585496944791621842796303099;1.25011897087097167968750000000000000000000000000000;1.28108453750610351562500000000000000000000000000000;
3;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00030831336975097658201563910473907981213415041566;0.00000465858275301798184460161031394953567996708443;1.23449826240539550781250000000000000000000000000000;1.26532959938049316406250000000000000000000000000000;
4;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00030827522277832031250000000000000000000000000000;0.00000465746842337466659955680370330810546875000000;1.23452758789062500000000000000000000000000000000000;1.26535511016845703125000000000000000000000000000000;
5;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015181064605712890841840434497100886801490560174;0.00000228160075337200413944172341929039760088926414;1.23909425735473632812500000000000000000000000000000;1.25427532196044921875000000000000000000000000000000;
6;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00015251874923706055554861737988403547205962240696;0.00000230293491801489829206672603489902684259504895;1.24967098236083984375000000000000000000000000000000;1.28053855895996093750000000000000000000000000000000;
7;0.00015622377395629882812500000000000000000000000000;0.00000241618088736572644847910851240158081054687500;0.00031239986419677733290797827514495565992547199130;0.00000478209012328534272635513491245262684969929978;1.25150871276855468750000000000000000000000000000000;1.29837107658386230468750000000000000000000000000000;
8;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.21888208389282226562500000000000000000000000000000;1.24986648559570312500000000000000000000000000000000;
9;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00030830860137939455510244779468109754816396161914;0.00000465853188418350247897376306682737379105674336;1.24734354019165039062500000000000000000000000000000;1.27817440032958984375000000000000000000000000000000;
10;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.23449349403381347656250000000000000000000000000000;1.25011491775512695312500000000000000000000000000000;
